Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
Ordinario,ABATANGELO Vito,M,Politecnico di BARI,Ingegneria,MAT/03,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Associato confermato,ABATE Andrea Francesco,M,SALERNO,Scienze Matematiche Fisiche e Naturali,INF/01,,STUDI E RICERCHE AZIENDALI/DISTRA,2010,01 - Scienze matematiche e informatiche
Ordinario,ABATE Marco,M,PISA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,ABBA' Antonella,F,Politecnico di MILANO,Ingegneria Industriale,MAT/07,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Associato confermato,ABBATTISTA Fabio,M,BARI,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2010,01 - Scienze matematiche e informatiche
Associato confermato,ABBENA Elsa,F,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Associato confermato,ABBONDANDOLO Alberto,M,PISA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Associato confermato,ABENDA Simonetta,F,BOLOGNA,Ingegneria,MAT/05,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore non confermato,ABREU Marien,F,BASILICATA,Farmacia,MAT/03,,MATEMATICA E INFORMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,ABUNDO Mario Rosolino,M,"ROMA ""Tor Vergata""",Ingegneria,MAT/06,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Associato confermato,ACANFORA Fausto,M,"CAMPANIA - ""L. VANVITELLI""",Ingegneria,MAT/05,,INGEGNERIA DELL'INFORMAZIONE,2010,01 - Scienze matematiche e informatiche
Associato confermato,ACCASCINA Giuseppe,M,"ROMA ""La Sapienza""",Ingegneria Civile e Industriale (*),MAT/03,,SCIENZE DI BASE ED APPLICATE PER L'INGEGNERIA,2010,01 - Scienze matematiche e informatiche
Associato confermato,ACCIARO Vincenzo,M,CHIETI-PESCARA,Economia,INF/01,,SCIENZE,2010,01 - Scienze matematiche e informatiche
Ordinario,ACERBI Emilio Daniele G.,M,PARMA,Ingegneria,MAT/05,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,ACETO Lidia,F,PISA,Ingegneria,MAT/08,,MATEMATICA APPLICATA,2010,01 - Scienze matematiche e informatiche
Associato confermato,ACHILLES Hans Joachim Rudiger,M,BOLOGNA,Chimica Industriale,MAT/03,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Associato confermato,ACQUISTAPACE Francesca,F,PISA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Associato confermato,ACQUISTAPACE Paolo,M,PISA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,ADAMI Riccardo,M,MILANO-BICOCCA,Scienze Matematiche Fisiche e Naturali,MAT/07,,SCIENZE MATEMATICHE,2010,01 - Scienze matematiche e informatiche
Ricercatore a t.d. (art.1 comma 14 L. 230/05),ADDESSI Maria Elena,F,"Libera Univ. ""Maria SS.Assunta""-LUMSA - ROMA",Giurisprudenza,MAT/09,,FACOLTA' DI GIURISPRUDENZA,2010,01 - Scienze matematiche e informatiche
Associato confermato,AGLIANO' Paolo,M,SIENA,Scienze Matematiche Fisiche e Naturali,MAT/02,,SCIENZE MATEMATICHE ED INFORMATICHE,2010,01 - Scienze matematiche e informatiche
Ordinario,AGNETIS Alessandro,M,SIENA,Ingegneria,MAT/09,,INGEGNERIA DELL'INFORMAZIONE,2010,01 - Scienze matematiche e informatiche
Associato confermato,AGOSTINI Alessandra,F,MILANO-BICOCCA,Scienze Matematiche Fisiche e Naturali,INF/01,,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2010,01 - Scienze matematiche e informatiche
Ordinario,AGRACHEV Andrey,M,SISSA - TRIESTE,Classe di Fisica e Classe di Matematica,MAT/05,,AREA MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,AGUGLIA Angela,F,Politecnico di BARI,Ingegneria,MAT/03,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,AGUZZOLI Stefano,M,MILANO,Scienze Matematiche Fisiche e Naturali,INF/01,,SCIENZE DELL'INFORMAZIONE,2010,01 - Scienze matematiche e informatiche
Ordinario,AIENA Pietro,M,PALERMO,Ingegneria,MAT/05,,"INGEGNERIA ELETTRICA, ELETTRONICA E DELLE TELECOMUNICAZIONI, DI TECNOLOGIE CHIMICHE, AUTOMATICA E MODELLI MATEMATICI",2010,01 - Scienze matematiche e informatiche
Ricercatore,AIMI Alessandra,F,PARMA,Scienze Matematiche Fisiche e Naturali,MAT/08,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,AIOLLI Fabio,M,PADOVA,Scienze Matematiche Fisiche e Naturali,INF/01,,MATEMATICA PURA E APPLICATA,2010,01 - Scienze matematiche e informatiche
Associato confermato,ALBANESE Angela Anna,F,SALENTO,Ingegneria,MAT/05,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Associato confermato,ALBANO Alberto,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ordinario,ALBANO Antonio,M,PISA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,ALBANO Giovannina,F,SALERNO,Ingegneria,MAT/03,,INGEGNERIA ELETTRONICA E INGEGNERIA INFORMATICA/DIEII,2010,01 - Scienze matematiche e informatiche
Ricercatore,ALBANO Paolo,M,BOLOGNA,"Architettura ""Aldo Rossi""",MAT/05,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ordinario,ALBERTI Giovanni,M,PISA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Associato confermato,ALBERTI Maria Alberta,F,MILANO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA E COMUNICAZIONE,2010,01 - Scienze matematiche e informatiche
Ricercatore,ALBERTINI Francesca,F,PADOVA,Ingegneria,MAT/05,,MATEMATICA PURA E APPLICATA,2010,01 - Scienze matematiche e informatiche
Ricercatore,ALDINI Alessandro,M,Urbino Carlo Bo,Scienze e Tecnologie,INF/01,,"SCIENZE DI BASE E FONDAMENTI: MATEMATICA, INFORMATICA, FISICA, CHIMICA, EPISTEMOLOGIA E STORIA DELLA SCIENZA",2010,01 - Scienze matematiche e informatiche
Ricercatore non confermato,ALDINUCCI Marco,M,TORINO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2010,01 - Scienze matematiche e informatiche
Ordinario,ALESSANDRINI Giovanni,M,TRIESTE,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E GEOSCIENZE,2010,01 - Scienze matematiche e informatiche
Ordinario,ALESSANDRINI Lucia,F,PARMA,Ingegneria,MAT/03,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Associato confermato,ALESSI Fabio,M,UDINE,Scienze Matematiche Fisiche e Naturali,INF/01,,MATEMATICA E INFORMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,ALESSIO Francesca Gemma,F,Politecnica delle MARCHE,Ingegneria,MAT/05,,INGEGNERIA INDUSTRIALE E SCIENZE MATEMATICHE,2010,01 - Scienze matematiche e informatiche
Associato non confermato,ALETTI Giacomo,M,MILANO,Scienze Matematiche Fisiche e Naturali,MAT/06,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,ALFIERI Roberto,M,PARMA,Scienze Matematiche Fisiche e Naturali,INF/01,,FISICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,ALI' Giuseppe,M,della CALABRIA,Ingegneria,MAT/07,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,ALICANDRO Roberto,M,CASSINO e LAZIO MERIDIONALE,Ingegneria,MAT/05,,"AUTOMAZIONE, ELETTROMAGNETISMO, INGEGNERIA DELL'INFORMAZIONE E MATEMATICA INDUSTRIALE",2010,01 - Scienze matematiche e informatiche
Ricercatore,ALIFFI Davide,M,BOLOGNA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ordinario,ALLINEY Stefano,M,BOLOGNA,Economia,MAT/09,,MATEMATICA GENERALE E FINANZIARIA,2010,01 - Scienze matematiche e informatiche
Ricercatore,ALONSO RODRIGUEZ Ana Maria,F,TRENTO,Ingegneria,MAT/08,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ordinario,ALTOMARE Francesco,M,BARI,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ordinario,ALVINO Angelo,M,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E APPLICAZIONI,2010,01 - Scienze matematiche e informatiche
Associato confermato,ALZATI Alberto,M,MILANO,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,AMADORI Anna Lisa,F,"""Parthenope"" di NAPOLI","Scienze e Tecnologie ""P.Leonardi Cattolica""",MAT/05,,SCIENZE APPLICATE,2010,01 - Scienze matematiche e informatiche
Ricercatore,AMADORI Debora,F,L'AQUILA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA PURA E APPLICATA,2010,01 - Scienze matematiche e informatiche
Associato confermato,AMALDI Edoardo,M,Politecnico di MILANO,Ingegneria dell'Informazione,MAT/09,,ELETTRONICA E INFORMAZIONE,2010,01 - Scienze matematiche e informatiche
Associato confermato,AMAR Micol,F,"ROMA ""La Sapienza""",Ingegneria Civile e Industriale (*),MAT/05,,SCIENZE DI BASE ED APPLICATE PER L'INGEGNERIA,2010,01 - Scienze matematiche e informatiche
Ricercatore,AMATO Gianluca,M,CHIETI-PESCARA,Economia,INF/01,,ECONOMIA,2010,01 - Scienze matematiche e informatiche
Ricercatore,AMATO Roberto,M,MESSINA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ordinario,AMBRIOLA Vincenzo,M,PISA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,AMBROGIO Elisabetta,F,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ordinario,AMBROSETTI Antonio Giacomo,M,SISSA - TRIESTE,Classe di Fisica e Classe di Matematica,MAT/05,,SETTORE ANALISI FUNZIONALE E APPLICAZIONI,2010,01 - Scienze matematiche e informatiche
Associato confermato,AMBROSI Davide Carlo,M,Politecnico di MILANO,Ingegneria dei Sistemi,MAT/07,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,AMBROSINO Daniela,F,GENOVA,Economia,MAT/09,,ECONOMIA E METODI QUANTITATIVI,2010,01 - Scienze matematiche e informatiche
Ordinario,AMBROSIO Luigi,M,Scuola Normale Superiore di PISA,Classe di Scienze Mat. e Nat.,MAT/05,,CLASSE DI SCIENZE MATEMATICHE E NATURALI,2010,01 - Scienze matematiche e informatiche
Assistente r.e.,AMBROSIO Rosanna,F,Napoli Federico II,Architettura,MAT/03,01/A2,Non disponibile,2010,01 - Scienze matematiche e informatiche
Ordinario,AMENDOLA Giovambattista,M,PISA,Ingegneria,MAT/07,,MATEMATICA APPLICATA,2010,01 - Scienze matematiche e informatiche
Associato confermato,AMICI Oriella Maria,F,BARI,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore non confermato,AMODDEO Antonino,M,Mediterranea di REGGIO CALABRIA,Ingegneria,MAT/07,,MECCANICA E MATERIALI,2010,01 - Scienze matematiche e informatiche
Associato confermato,AMODIO Pierluigi,M,BARI,Scienze Matematiche Fisiche e Naturali,MAT/08,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Associato confermato,AMOROSO Alessandro,M,BOLOGNA,Economia (Sede di Rimini),INF/01,,SCIENZE DELL'INFORMAZIONE,2010,01 - Scienze matematiche e informatiche
Ricercatore,ANATRIELLO Giuseppina,F,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E APPLICAZIONI,2010,01 - Scienze matematiche e informatiche
Ricercatore,ANCONA Davide,M,GENOVA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA E SCIENZE DELL'INFORMAZIONE,2010,01 - Scienze matematiche e informatiche
Associato confermato,ANCONA Fabio,M,PADOVA,Ingegneria,MAT/05,,MATEMATICA PURA E APPLICATA,2010,01 - Scienze matematiche e informatiche
Ordinario,ANCONA Vincenzo,M,FIRENZE,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Associato confermato,ANDREATTA Fabrizio,M,MILANO,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ordinario,ANDREATTA Giovanni,M,PADOVA,Scienze Statistiche,MAT/09,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ordinario,ANDREATTA Marco,M,TRENTO,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Associato confermato,ANDREINI Alessandra,F,SIENA,Ingegneria,MAT/05,,INGEGNERIA DELL'INFORMAZIONE,2010,01 - Scienze matematiche e informatiche
Ricercatore,ANDREOLINI Mauro,M,MODENA e REGGIO EMILIA,Scienze Matematiche Fisiche e Naturali,INF/01,,INGEGNERIA DELL'INFORMAZIONE,2010,01 - Scienze matematiche e informatiche
Straordinario,ANDRETTA Alessandro,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/01,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ordinario,ANDREUCCI Daniele,M,"ROMA ""La Sapienza""",Ingegneria Civile e Industriale (*),MAT/07,,SCIENZE DI BASE ED APPLICATE PER L'INGEGNERIA,2010,01 - Scienze matematiche e informatiche
Ricercatore non confermato,ANEDDA Claudia,F,CAGLIARI,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E INFORMATICA,2010,01 - Scienze matematiche e informatiche
Associato non confermato,ANELLO Giovanni,M,MESSINA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Associato confermato,ANGELERI Lidia,F,VERONA,Scienze Matematiche Fisiche e Naturali,MAT/02,,INFORMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,ANGELONI Laura,F,PERUGIA,Ingegneria,MAT/05,,MATEMATICA E INFORMATICA,2010,01 - Scienze matematiche e informatiche
Associato confermato,ANGLANO Cosimo Filomeno,M,PIEMONTE ORIENTALE,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2010,01 - Scienze matematiche e informatiche
Ordinario,ANICHINI Giuseppe,M,FIRENZE,Ingegneria,MAT/05,,SISTEMI E INFORMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,ANNUNZIATO Mario,M,SALERNO,Scienze Matematiche Fisiche e Naturali,MAT/08,,MATEMATICA/DIPMAT,2010,01 - Scienze matematiche e informatiche
Ricercatore,ANSELMA Luca,M,TORINO,Lingue e Letterature Straniere,INF/01,,INFORMATICA,2010,01 - Scienze matematiche e informatiche
Associato confermato,ANSELMO Marcella,F,SALERNO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA/DI,2010,01 - Scienze matematiche e informatiche
Ricercatore non confermato,ANSINI Nadia,F,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali (*),MAT/05,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,ANTONACCI Flavia,F,CHIETI-PESCARA,Economia,MAT/05,,SCIENZE,2010,01 - Scienze matematiche e informatiche
Associato confermato,ANTONELLI Fabio,M,L'AQUILA,Scienze Matematiche Fisiche e Naturali,MAT/06,,MATEMATICA PURA E APPLICATA,2010,01 - Scienze matematiche e informatiche
Ricercatore non confermato,ANTONIETTI Paola Francesca,F,Politecnico di MILANO,Ingegneria dei Sistemi,MAT/08,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,ANTONINI Samuele,M,PAVIA,Scienze Matematiche Fisiche e Naturali,MAT/04,,MATEMATICA 'FELICE CASORATI',2010,01 - Scienze matematiche e informatiche
Associato confermato,ANTONIOTTI Marco,M,MILANO-BICOCCA,Scienze Matematiche Fisiche e Naturali,INF/01,,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2010,01 - Scienze matematiche e informatiche
Ordinario,ANZELLOTTI Gabriele,M,TRENTO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ordinario,APOLLONI Bruno,M,MILANO,Scienze Matematiche Fisiche e Naturali,INF/01,,SCIENZE DELL'INFORMAZIONE,2010,01 - Scienze matematiche e informatiche
Ordinario,ARBARELLO Enrico,M,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali (*),MAT/03,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ordinario,ARBIB Claudio,M,L'AQUILA,Scienze Matematiche Fisiche e Naturali,MAT/09,,INFORMATICA,2010,01 - Scienze matematiche e informatiche
Associato confermato,ARCA Giuseppe,M,CAGLIARI,Ingegneria,MAT/03,,Non disponibile,2010,01 - Scienze matematiche e informatiche
Ricercatore,ARCHETTI Claudia,F,BRESCIA,Economia,MAT/09,,METODI QUANTITATIVI,2010,01 - Scienze matematiche e informatiche
Ordinario,ARCHETTI Francesco,M,MILANO-BICOCCA,Scienze Matematiche Fisiche e Naturali,MAT/09,,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2010,01 - Scienze matematiche e informatiche
Associato confermato,ARCOZZI Nicola,M,BOLOGNA,Ingegneria,MAT/05,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore non confermato,ARDAGNA Claudio Agostino,M,MILANO,Scienze Matematiche Fisiche e Naturali,INF/01,,TECNOLOGIE DELL'INFORMAZIONE,2010,01 - Scienze matematiche e informatiche
Associato confermato,ARDISSONO Liliana,F,TORINO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2010,01 - Scienze matematiche e informatiche
Associato confermato,ARDITO Ada,F,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali (*),MAT/05,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,ARDIZZONE Lucia,F,PALERMO,Ingegneria,MAT/05,,"INGEGNERIA ELETTRICA, ELETTRONICA E DELLE TELECOMUNICAZIONI, DI TECNOLOGIE CHIMICHE, AUTOMATICA E MODELLI MATEMATICI",2010,01 - Scienze matematiche e informatiche
Ordinario,ARENA Orazio,M,FIRENZE,Architettura,MAT/05,,COSTRUZIONI E RESTAURO,2010,01 - Scienze matematiche e informatiche
Ordinario,AREZZO Claudio,M,PARMA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,ARINGHIERI Roberto,M,TORINO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2010,01 - Scienze matematiche e informatiche
Associato confermato,ARIOLI Gianni,M,Politecnico di MILANO,Ingegneria dell'Informazione,MAT/05,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ordinario,ARLOTTI Luisa,F,UDINE,Ingegneria,MAT/07,,INGEGNERIA CIVILE E ARCHITETTURA (DICA),2010,01 - Scienze matematiche e informatiche
Ordinario,AROSIO Alberto Giorgio,M,PARMA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,ARTALE Alessandro,M,Libera Università di BOLZANO,Scienze e Tecnologie Informatiche,INF/01,,FACOLTA' DI INGEGNERIA,2010,01 - Scienze matematiche e informatiche
Associato confermato,ARTALE Maria,F,"ROMA ""Tor Vergata""",Ingegneria,MAT/02,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Associato confermato,ARTICO Giuliano,M,PADOVA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA PURA E APPLICATA,2010,01 - Scienze matematiche e informatiche
Ordinario,ARUFFO Ada,F,GENOVA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ordinario,ARZARELLO Ferdinando,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/04,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,ASCENZI Oscar,M,FERRARA,Ingegneria,MAT/05,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,ASCI Claudio,M,TRIESTE,Scienze Matematiche Fisiche e Naturali,MAT/06,,MATEMATICA E GEOSCIENZE,2010,01 - Scienze matematiche e informatiche
Ricercatore,ASCOLI Davide,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ordinario,ASPERTI Andrea,M,BOLOGNA,Scienze Matematiche Fisiche e Naturali,INF/01,,SCIENZE DELL'INFORMAZIONE,2010,01 - Scienze matematiche e informatiche
Associato non confermato,ASTENGO Francesca,F,GENOVA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Associato confermato,ATENIESE Giuseppe,M,"ROMA ""La Sapienza""","Ing. Informazione, Informatica e Statistica (*)",INF/01,,INFORMATICA,2010,01 - Scienze matematiche e informatiche
Ordinario,ATTARDI Giuseppe,M,PISA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore non confermato,ATZORI Maurizio,M,CAGLIARI,Scienze Matematiche Fisiche e Naturali,INF/01,,MATEMATICA E INFORMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore a t.d. (art.1 comma 14 L. 230/05),AUGSTEN Nikolaus,M,Libera Università di BOLZANO,Scienze e Tecnologie Informatiche,INF/01,,SCIENZE E TECNOLOGIE INFORMATICHE,2010,01 - Scienze matematiche e informatiche
Associato confermato,AULETTA Vincenzo,M,SALERNO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA/DI,2010,01 - Scienze matematiche e informatiche
Ricercatore a t.d. (art.1 comma 14 L. 230/05),AUTILI Marco,M,L'AQUILA,,INF/01,,INGEGNERIA E SCIENZE DELL'INFORMAZIONE E MATEMATICA,2010,01 - Scienze matematiche e informatiche
Associato confermato,AVALLONE Anna,F,BASILICATA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E INFORMATICA,2010,01 - Scienze matematiche e informatiche
Ordinario,AVELLA Pasquale,M,SANNIO di BENEVENTO,Ingegneria,MAT/09,,INGEGNERIA,2010,01 - Scienze matematiche e informatiche
Associato confermato,AVELLONE Alessandro,M,MILANO-BICOCCA,Economia,INF/01,,METODI QUANTITATIVI PER LE SCIENZE ECONOMICHE ED AZIENDALI,2010,01 - Scienze matematiche e informatiche
Associato confermato,AVERNA Diego,M,PALERMO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E INFORMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,AVITABILE Marina,F,MILANO-BICOCCA,Scienze Matematiche Fisiche e Naturali,MAT/02,,MATEMATICA E APPLICAZIONI,2010,01 - Scienze matematiche e informatiche
Ricercatore non confermato,AZZOLLINI Antonio,M,BASILICATA,Economia,MAT/05,,MATEMATICA E INFORMATICA,2010,01 - Scienze matematiche e informatiche
Ordinario,BABAOGLU Ozalp,M,BOLOGNA,Scienze Matematiche Fisiche e Naturali,INF/01,,SCIENZE DELL'INFORMAZIONE,2010,01 - Scienze matematiche e informatiche
Associato confermato,BACCELLA Giuseppe,M,L'AQUILA,Scienze Matematiche Fisiche e Naturali,MAT/02,,MATEMATICA PURA E APPLICATA,2010,01 - Scienze matematiche e informatiche
Ricercatore,BACCHELLI Barbara,F,MILANO-BICOCCA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E APPLICAZIONI,2010,01 - Scienze matematiche e informatiche
Associato confermato,BACCHELLI Valeria,F,Politecnico di MILANO,Ingegneria dell'Informazione,MAT/05,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,BACCHI REGGIANI Maria Letizia,F,BOLOGNA,Medicina e Chirurgia,INF/01,,CARDIOVASCOLARE,2010,01 - Scienze matematiche e informatiche
Ordinario,BACCIOTTI Andrea,M,Politecnico di TORINO,Ingegneria,MAT/05,,SCIENZE MATEMATICHE,2010,01 - Scienze matematiche e informatiche
Associato confermato,BADER Laura,F,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA E APPLICAZIONI,2010,01 - Scienze matematiche e informatiche
Ordinario,BADESCU Lucian Silvestru,M,GENOVA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ordinario,BADIALE Marino,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,BAGAGIOLO Fabio,M,TRENTO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Straordinario,BAGARELLO Fabio,M,PALERMO,Ingegneria,MAT/07,,"INGEGNERIA ELETTRICA, ELETTRONICA E DELLE TELECOMUNICAZIONI, DI TECNOLOGIE CHIMICHE, AUTOMATICA E MODELLI MATEMATICI",2010,01 - Scienze matematiche e informatiche
Straordinario,BAGNARA Roberto,M,PARMA,Scienze Matematiche Fisiche e Naturali,INF/01,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,BAGNERINI Patrizia,F,GENOVA,Ingegneria,MAT/08,,"INGEGNERIA MECCANICA, ENERGETICA, DELLA PRODUZIONE, DEI TRASPORTI E DEI MODELLI MATEMATICI (DIME)",2010,01 - Scienze matematiche e informatiche
Ordinario,BAIARDI Fabrizio Emilio,M,PISA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,BAIOLETTI Marco,M,PERUGIA,Scienze Matematiche Fisiche e Naturali,INF/01,,MATEMATICA E INFORMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,BAITI Paolo,M,UDINE,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E INFORMATICA,2010,01 - Scienze matematiche e informatiche
Ordinario,BALBO Gianfranco,M,TORINO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2010,01 - Scienze matematiche e informatiche
Ricercatore,BALDACCI Roberto,M,BOLOGNA,Ingegneria II,MAT/09,,"ELETTRONICA, INFORMATICA E SISTEMISTICA",2010,01 - Scienze matematiche e informatiche
Associato confermato,BALDAN Paolo,M,PADOVA,Scienze Matematiche Fisiche e Naturali,INF/01,,MATEMATICA PURA E APPLICATA,2010,01 - Scienze matematiche e informatiche
Ordinario,BALDASSARRI Francesco,M,PADOVA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA PURA E APPLICATA,2010,01 - Scienze matematiche e informatiche
Ricercatore,BALDI Annalisa,F,BOLOGNA,Ingegneria,MAT/05,,MATEMATICA,2010,01 - Scienze matematiche e informatiche
